image_id,identity,path,date,orientation,species,split,dataset
14020,SeaTurtleID2022_t321,images/SeaTurtleID2022/database/turtles-data/data/images/t321/EEBnDeEAER_8041.jpeg,2022-06-19,topright,loggerhead turtle,database,SeaTurtleID2022
14021,SeaTurtleID2022_t321,images/SeaTurtleID2022/database/turtles-data/data/images/t321/lBxrwLmBHi_8042.jpeg,2022-06-19,right,loggerhead turtle,database,SeaTurtleID2022
14022,SeaTurtleID2022_t321,images/SeaTurtleID2022/database/turtles-data/data/images/t321/xmZvLDccvR_8043.jpeg,2022-06-19,right,loggerhead turtle,database,SeaTurtleID2022
14023,SeaTurtleID2022_t321,images/SeaTurtleID2022/database/turtles-data/data/images/t321/qrfvxNbYtn_8044.jpeg,2022-06-19,right,loggerhead turtle,database,SeaTurtleID2022
14024,SeaTurtleID2022_t350,images/SeaTurtleID2022/database/turtles-data/data/images/t350/tzcdkMARoG_8045.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14025,SeaTurtleID2022_t350,images/SeaTurtleID2022/database/turtles-data/data/images/t350/AvtZsZkNFM_8046.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14026,SeaTurtleID2022_t350,images/SeaTurtleID2022/database/turtles-data/data/images/t350/JilPncBert_8047.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14027,SeaTurtleID2022_t350,images/SeaTurtleID2022/database/turtles-data/data/images/t350/ZNnIjZjKoR_8048.jpeg,2022-06-16,left,loggerhead turtle,database,SeaTurtleID2022
14028,SeaTurtleID2022_t350,images/SeaTurtleID2022/database/turtles-data/data/images/t350/tXEDricgZz_8049.jpeg,2022-06-16,left,loggerhead turtle,database,SeaTurtleID2022
14029,SeaTurtleID2022_t350,images/SeaTurtleID2022/database/turtles-data/data/images/t350/jEGfIQPCmD_8050.jpeg,2022-06-16,left,loggerhead turtle,database,SeaTurtleID2022
14030,SeaTurtleID2022_t350,images/SeaTurtleID2022/database/turtles-data/data/images/t350/TZphvmwoxw_8051.jpeg,2022-06-16,left,loggerhead turtle,database,SeaTurtleID2022
14031,SeaTurtleID2022_t350,images/SeaTurtleID2022/database/turtles-data/data/images/t350/UxgAXymvFH_8052.jpeg,2022-06-16,left,loggerhead turtle,database,SeaTurtleID2022
14032,SeaTurtleID2022_t351,images/SeaTurtleID2022/database/turtles-data/data/images/t351/rqGybNBuwY_8053.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14033,SeaTurtleID2022_t351,images/SeaTurtleID2022/database/turtles-data/data/images/t351/TEWesDgZZV_8054.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14034,SeaTurtleID2022_t351,images/SeaTurtleID2022/database/turtles-data/data/images/t351/aXHnIsJIVy_8055.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14035,SeaTurtleID2022_t351,images/SeaTurtleID2022/database/turtles-data/data/images/t351/ThtOCfdJom_8056.jpeg,2022-06-13,topleft,loggerhead turtle,database,SeaTurtleID2022
14036,SeaTurtleID2022_t351,images/SeaTurtleID2022/database/turtles-data/data/images/t351/HIZoqWmfqc_8057.jpeg,2022-06-13,left,loggerhead turtle,database,SeaTurtleID2022
14037,SeaTurtleID2022_t351,images/SeaTurtleID2022/database/turtles-data/data/images/t351/yehWyvFGoJ_8058.jpeg,2022-06-13,left,loggerhead turtle,database,SeaTurtleID2022
14038,SeaTurtleID2022_t354,images/SeaTurtleID2022/database/turtles-data/data/images/t354/UYsmIVgJRw_8059.jpeg,2022-07-03,right,loggerhead turtle,database,SeaTurtleID2022
14039,SeaTurtleID2022_t354,images/SeaTurtleID2022/database/turtles-data/data/images/t354/uwkHocultF_8060.jpeg,2022-07-03,front,loggerhead turtle,database,SeaTurtleID2022
14040,SeaTurtleID2022_t354,images/SeaTurtleID2022/database/turtles-data/data/images/t354/FxISJGLtyK_8061.jpeg,2022-07-03,left,loggerhead turtle,database,SeaTurtleID2022
14041,SeaTurtleID2022_t354,images/SeaTurtleID2022/database/turtles-data/data/images/t354/WnCNcxeMGD_8062.jpeg,2022-07-03,left,loggerhead turtle,database,SeaTurtleID2022
14042,SeaTurtleID2022_t354,images/SeaTurtleID2022/database/turtles-data/data/images/t354/twBvBJWKXS_8063.jpeg,2022-07-03,front,loggerhead turtle,database,SeaTurtleID2022
14043,SeaTurtleID2022_t354,images/SeaTurtleID2022/database/turtles-data/data/images/t354/yRnIqYWagl_8064.jpeg,2022-07-03,front,loggerhead turtle,database,SeaTurtleID2022
14044,SeaTurtleID2022_t354,images/SeaTurtleID2022/database/turtles-data/data/images/t354/jmqgAVpyvY_8065.jpeg,2022-07-03,front,loggerhead turtle,database,SeaTurtleID2022
14045,SeaTurtleID2022_t354,images/SeaTurtleID2022/database/turtles-data/data/images/t354/tpQfVxKRxF_8066.jpeg,2022-07-03,right,loggerhead turtle,database,SeaTurtleID2022
14046,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/OYMDKDjBhy_8067.jpeg,2022-06-13,left,loggerhead turtle,database,SeaTurtleID2022
14047,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/WraCFaNyMh_8068.jpeg,2022-06-13,left,loggerhead turtle,database,SeaTurtleID2022
14048,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/HmLjCwsWeS_8069.jpeg,2022-06-13,left,loggerhead turtle,database,SeaTurtleID2022
14049,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/HKvZJgDsqr_8070.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14050,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/YHgOWnatPL_8071.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14051,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/mEdGONDQPT_8072.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14052,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/dnAlvBeJdn_8073.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14053,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/FqtavWVCPA_8074.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14054,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/cPOvwKcMcr_8075.jpeg,2022-06-13,left,loggerhead turtle,database,SeaTurtleID2022
14055,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/CYClJHDWFU_8076.jpeg,2022-06-13,topleft,loggerhead turtle,database,SeaTurtleID2022
14056,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/eHopYmLDXl_8077.jpeg,2022-06-15,,loggerhead turtle,database,SeaTurtleID2022
14057,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/BihEnWQAHc_8078.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14058,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/ayWwQZBuAA_8079.jpeg,2022-06-15,right,loggerhead turtle,database,SeaTurtleID2022
14059,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/QKbXDVFGrB_8080.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14060,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/bLXVzPFFRV_8081.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14061,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/PqAqdzfZcm_8082.jpeg,2022-06-15,topright,loggerhead turtle,database,SeaTurtleID2022
14062,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/LwQcMdnAhQ_8083.jpeg,2022-06-15,right,loggerhead turtle,database,SeaTurtleID2022
14063,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/YjSODYradM_8084.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14064,SeaTurtleID2022_t373,images/SeaTurtleID2022/database/turtles-data/data/images/t373/MBdmidmFGB_8085.jpeg,2022-06-15,right,loggerhead turtle,database,SeaTurtleID2022
14065,SeaTurtleID2022_t388,images/SeaTurtleID2022/database/turtles-data/data/images/t388/lhESnafDXz_8086.jpeg,2022-06-23,,loggerhead turtle,database,SeaTurtleID2022
14066,SeaTurtleID2022_t388,images/SeaTurtleID2022/database/turtles-data/data/images/t388/apyNUWZoSY_8087.jpeg,2022-06-23,front,loggerhead turtle,database,SeaTurtleID2022
14067,SeaTurtleID2022_t388,images/SeaTurtleID2022/database/turtles-data/data/images/t388/JUOclnCkaK_8088.jpeg,2022-06-23,right,loggerhead turtle,database,SeaTurtleID2022
14068,SeaTurtleID2022_t388,images/SeaTurtleID2022/database/turtles-data/data/images/t388/FQcEpNchEp_8089.jpeg,2022-06-23,right,loggerhead turtle,database,SeaTurtleID2022
14069,SeaTurtleID2022_t388,images/SeaTurtleID2022/database/turtles-data/data/images/t388/NncCLLFwNG_8090.jpeg,2022-06-23,right,loggerhead turtle,database,SeaTurtleID2022
14070,SeaTurtleID2022_t388,images/SeaTurtleID2022/database/turtles-data/data/images/t388/SgnSfNaDgs_8091.jpeg,2022-06-23,left,loggerhead turtle,database,SeaTurtleID2022
14071,SeaTurtleID2022_t388,images/SeaTurtleID2022/database/turtles-data/data/images/t388/QDCJowMvfR_8092.jpeg,2022-06-23,left,loggerhead turtle,database,SeaTurtleID2022
14072,SeaTurtleID2022_t389,images/SeaTurtleID2022/database/turtles-data/data/images/t389/lCYcgOCbvX_8093.jpeg,2022-06-14,front,loggerhead turtle,database,SeaTurtleID2022
14073,SeaTurtleID2022_t389,images/SeaTurtleID2022/database/turtles-data/data/images/t389/yhXISpTyvx_8094.jpeg,2022-06-14,right,loggerhead turtle,database,SeaTurtleID2022
14074,SeaTurtleID2022_t389,images/SeaTurtleID2022/database/turtles-data/data/images/t389/bIfqYvVqMJ_8095.jpeg,2022-06-14,right,loggerhead turtle,database,SeaTurtleID2022
14075,SeaTurtleID2022_t389,images/SeaTurtleID2022/database/turtles-data/data/images/t389/PNsPxflyNO_8096.jpeg,2022-06-14,topleft,loggerhead turtle,database,SeaTurtleID2022
14076,SeaTurtleID2022_t389,images/SeaTurtleID2022/database/turtles-data/data/images/t389/ILKhNfUmyu_8097.jpeg,2022-06-14,left,loggerhead turtle,database,SeaTurtleID2022
14077,SeaTurtleID2022_t389,images/SeaTurtleID2022/database/turtles-data/data/images/t389/UatGebUhRA_8098.jpeg,2022-06-14,left,loggerhead turtle,database,SeaTurtleID2022
14078,SeaTurtleID2022_t389,images/SeaTurtleID2022/database/turtles-data/data/images/t389/PLZKKZzJGa_8099.jpeg,2022-06-14,left,loggerhead turtle,database,SeaTurtleID2022
14079,SeaTurtleID2022_t396,images/SeaTurtleID2022/database/turtles-data/data/images/t396/HZUkrfFpeg_8100.jpeg,2022-06-17,left,loggerhead turtle,database,SeaTurtleID2022
14080,SeaTurtleID2022_t396,images/SeaTurtleID2022/database/turtles-data/data/images/t396/pNdKkCMVub_8101.jpeg,2022-06-17,right,loggerhead turtle,database,SeaTurtleID2022
14081,SeaTurtleID2022_t396,images/SeaTurtleID2022/database/turtles-data/data/images/t396/trxfBkXFnG_8102.jpeg,2022-06-17,topright,loggerhead turtle,database,SeaTurtleID2022
14082,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/WPcnduKwAy_8103.jpeg,2022-07-09,left,loggerhead turtle,database,SeaTurtleID2022
14083,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/acOKzawshS_8104.jpeg,2022-07-09,left,loggerhead turtle,database,SeaTurtleID2022
14084,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/RQUZdArWQU_8105.jpeg,2022-07-09,left,loggerhead turtle,database,SeaTurtleID2022
14085,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/KtAFFepDog_8106.jpeg,2022-07-09,right,loggerhead turtle,database,SeaTurtleID2022
14086,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/wqcOOmIHgH_8107.jpeg,2022-07-09,right,loggerhead turtle,database,SeaTurtleID2022
14087,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/KYISZbmtWx_8108.jpeg,2022-07-09,topright,loggerhead turtle,database,SeaTurtleID2022
14088,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/bBpvFmiTDk_8109.jpeg,2022-07-09,front,loggerhead turtle,database,SeaTurtleID2022
14089,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/eHjOyVrVYn_8110.jpeg,2022-06-21,left,loggerhead turtle,database,SeaTurtleID2022
14090,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/uuxIaXZlQK_8111.jpeg,2022-06-21,left,loggerhead turtle,database,SeaTurtleID2022
14091,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/ZbeODGsuJe_8112.jpeg,2022-06-21,left,loggerhead turtle,database,SeaTurtleID2022
14092,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/DMjKmgpDOG_8113.jpeg,2022-06-21,left,loggerhead turtle,database,SeaTurtleID2022
14093,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/EhhkfIejSZ_8114.jpeg,2022-06-24,left,loggerhead turtle,database,SeaTurtleID2022
14094,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/HJSNWBAvif_8115.jpeg,2022-06-24,right,loggerhead turtle,database,SeaTurtleID2022
14095,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/NaOpHSywqj_8116.jpeg,2022-06-24,left,loggerhead turtle,database,SeaTurtleID2022
14096,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/BiDVRTIZDm_8117.jpeg,2022-06-24,topleft,loggerhead turtle,database,SeaTurtleID2022
14097,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/zjtOvcvDbQ_8118.jpeg,2022-06-24,topleft,loggerhead turtle,database,SeaTurtleID2022
14098,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/lrzVPVKRFB_8119.jpeg,2022-06-24,front,loggerhead turtle,database,SeaTurtleID2022
14099,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/bmYBPfhAQC_8120.jpeg,2022-06-24,down,loggerhead turtle,database,SeaTurtleID2022
14100,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/IjqMzahZYw_8121.jpeg,2022-06-24,left,loggerhead turtle,database,SeaTurtleID2022
14101,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/qTYTJEBXiI_8122.jpeg,2022-06-24,left,loggerhead turtle,database,SeaTurtleID2022
14102,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/BOvrDQIWDc_8123.jpeg,2022-06-24,front,loggerhead turtle,database,SeaTurtleID2022
14103,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/ByfSjvYayg_8124.jpeg,2022-06-24,left,loggerhead turtle,database,SeaTurtleID2022
14104,SeaTurtleID2022_t398,images/SeaTurtleID2022/database/turtles-data/data/images/t398/xttwXXCwMQ_8125.jpeg,2022-06-24,topleft,loggerhead turtle,database,SeaTurtleID2022
14105,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/MStvzVbsWZ_8126.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14106,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/UUowMeJbZD_8127.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14107,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/orZaxRaEhS_8128.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14108,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/xbpeVilzwz_8129.jpeg,2022-06-13,right,loggerhead turtle,database,SeaTurtleID2022
14109,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/HfdXXulJiD_8130.jpeg,2022-06-13,top,loggerhead turtle,database,SeaTurtleID2022
14110,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/BIlDnYIYsA_8131.jpeg,2022-06-13,top,loggerhead turtle,database,SeaTurtleID2022
14111,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/lFpNhzNabN_8132.jpeg,2022-06-13,top,loggerhead turtle,database,SeaTurtleID2022
14112,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/HKAGLQbLkD_8133.jpeg,2022-06-13,top,loggerhead turtle,database,SeaTurtleID2022
14113,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/ElUZupqDZr_8134.jpeg,2022-06-13,topleft,loggerhead turtle,database,SeaTurtleID2022
14114,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/bSiAXUxxmj_8135.jpeg,2022-06-13,topleft,loggerhead turtle,database,SeaTurtleID2022
14115,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/CZvWhFodpR_8136.jpeg,2022-06-13,topleft,loggerhead turtle,database,SeaTurtleID2022
14116,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/hhFMlSKLVP_8137.jpeg,2022-06-13,topleft,loggerhead turtle,database,SeaTurtleID2022
14117,SeaTurtleID2022_t421,images/SeaTurtleID2022/database/turtles-data/data/images/t421/LVXmZhHrnB_8138.jpeg,2022-06-13,topleft,loggerhead turtle,database,SeaTurtleID2022
14118,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/YaDxFDxDoN_8139.jpeg,2022-06-15,topright,loggerhead turtle,database,SeaTurtleID2022
14119,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/YBtkuZnrHw_8140.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14120,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/ZCqcNbODBU_8141.jpeg,2022-06-15,topright,loggerhead turtle,database,SeaTurtleID2022
14121,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/llkTdGroko_8142.jpeg,2022-06-15,front,loggerhead turtle,database,SeaTurtleID2022
14122,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/tzcajCHVwV_8143.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14123,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/zvuSHqaELO_8144.jpeg,2022-06-15,right,loggerhead turtle,database,SeaTurtleID2022
14124,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/JuYxBhwZAZ_8145.jpeg,2022-06-15,right,loggerhead turtle,database,SeaTurtleID2022
14125,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/zYiBiRsOBg_8146.jpeg,2022-06-21,topright,loggerhead turtle,database,SeaTurtleID2022
14126,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/unLqvyzIra_8147.jpeg,2022-06-21,topright,loggerhead turtle,database,SeaTurtleID2022
14127,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/WQTnXZPVSS_8148.jpeg,2022-06-21,left,loggerhead turtle,database,SeaTurtleID2022
14128,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/WPZiXgGlhA_8149.jpeg,2022-06-21,right,loggerhead turtle,database,SeaTurtleID2022
14129,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/IURlORnzhE_8150.jpeg,2022-06-21,right,loggerhead turtle,database,SeaTurtleID2022
14130,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/lGmDWXJEYt_8151.jpeg,2022-06-21,topleft,loggerhead turtle,database,SeaTurtleID2022
14131,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/sVEMrxtUdV_8152.jpeg,2022-06-21,topleft,loggerhead turtle,database,SeaTurtleID2022
14132,SeaTurtleID2022_t423,images/SeaTurtleID2022/database/turtles-data/data/images/t423/XbmzXyJgzF_8153.jpeg,2022-06-21,left,loggerhead turtle,database,SeaTurtleID2022
14133,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/ikYZSJzNMq_8154.jpeg,2022-06-16,left,loggerhead turtle,database,SeaTurtleID2022
14134,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/qfQkvDmxNU_8155.jpeg,2022-06-16,topright,loggerhead turtle,database,SeaTurtleID2022
14135,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/eOxsERdPtF_8156.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14136,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/QnyFDRPdQq_8157.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14137,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/iUqrzjUsQC_8158.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14138,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/zgxwPjbrkI_8159.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14139,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/xXLXCCZFPv_8160.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14140,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/FMbUMoACYR_8161.jpeg,2022-06-16,left,loggerhead turtle,database,SeaTurtleID2022
14141,SeaTurtleID2022_t424,images/SeaTurtleID2022/database/turtles-data/data/images/t424/cIbPxVrmbG_8162.jpeg,2022-06-16,right,loggerhead turtle,database,SeaTurtleID2022
14142,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/ifTrRyqPLW_8163.jpeg,2022-06-12,topleft,loggerhead turtle,database,SeaTurtleID2022
14143,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/FTwFJFTNnM_8164.jpeg,2022-06-12,topleft,loggerhead turtle,database,SeaTurtleID2022
14144,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/mmppOQgKTJ_8165.jpeg,2022-06-12,top,loggerhead turtle,database,SeaTurtleID2022
14145,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/QyrvJRQaZq_8166.jpeg,2022-06-12,right,loggerhead turtle,database,SeaTurtleID2022
14146,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/STYZCOlGzR_8167.jpeg,2022-06-12,right,loggerhead turtle,database,SeaTurtleID2022
14147,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/SrfNQBtEEr_8168.jpeg,2022-06-12,right,loggerhead turtle,database,SeaTurtleID2022
14148,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/CtXBRvjVBQ_8169.jpeg,2022-06-13,left,loggerhead turtle,database,SeaTurtleID2022
14149,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/GzANHFbXKo_8170.jpeg,2022-06-13,left,loggerhead turtle,database,SeaTurtleID2022
14150,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/nhAltgalZA_8171.jpeg,2022-06-13,,loggerhead turtle,database,SeaTurtleID2022
14151,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/hNkLgFBvSk_8172.jpeg,2022-06-13,topright,loggerhead turtle,database,SeaTurtleID2022
14152,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/BOhAikFaXm_8173.jpeg,2022-06-15,topright,loggerhead turtle,database,SeaTurtleID2022
14153,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/vkPpZJBQLh_8174.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14154,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/URoVjqEgqb_8175.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14155,SeaTurtleID2022_t427,images/SeaTurtleID2022/database/turtles-data/data/images/t427/bCzHtLcdRk_8176.jpeg,2022-06-15,left,loggerhead turtle,database,SeaTurtleID2022
14156,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/FhHlNpIYDN_8177.jpeg,2022-07-09,front,loggerhead turtle,database,SeaTurtleID2022
14157,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/qYJyjwCzGM_8178.jpeg,2022-07-09,front,loggerhead turtle,database,SeaTurtleID2022
14158,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/hCDQCcbJpo_8179.jpeg,2022-07-09,right,loggerhead turtle,database,SeaTurtleID2022
14159,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/nQOcMjIHfs_8180.jpeg,2022-07-09,left,loggerhead turtle,database,SeaTurtleID2022
14160,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/IuzHqJLgRZ_8181.jpeg,2022-07-09,left,loggerhead turtle,database,SeaTurtleID2022
14161,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/ERjdplWeEc_8182.jpeg,2022-07-09,top,loggerhead turtle,database,SeaTurtleID2022
14162,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/vVaouUpZAf_8183.jpeg,2022-07-09,left,loggerhead turtle,database,SeaTurtleID2022
14163,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/OdOBEYeZQB_8184.jpeg,2022-07-09,left,loggerhead turtle,database,SeaTurtleID2022
14164,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/XEjPiytLBK_8185.jpeg,2022-07-09,top,loggerhead turtle,database,SeaTurtleID2022
14165,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/zdsEhacmZU_8186.jpeg,2022-07-09,top,loggerhead turtle,database,SeaTurtleID2022
14166,SeaTurtleID2022_t441,images/SeaTurtleID2022/database/turtles-data/data/images/t441/JGVWgaIiIB_8187.jpeg,2022-07-09,top,loggerhead turtle,database,SeaTurtleID2022
